payload,sentiment
"please find attached the file of my updated resume with following details.
total experience - 9 years
relevant exp - 6.5 years
notice period - 60 days

thank you,
arvind kumar








",1
"with all my sincere respect, i am writing this letter to thank you for selecting me for the
post of assistant manager.
due to the convenience issue unfortunately i am unable to join the office.",0
"this is brajpal singh working as system administrator throughout the remote
and working from home for us based company.
please find my resume in attachment.







",1
"
sorry for the repeatative mails due to technical glitch.

i forgot to attach the resume in the previous mail.
resume attached below.
sorry for the inconvenience caused.







",1
"kindly find my updated cv and below are the following
information and do feed back.
total no.of years of it experience :6 yrs
current company : valuelabs.
current ctc : 621,000 .
(no variable pay in my current company).
excpected : as per company norms.
notice period: 3 weeks.
dob :08/06/1981.
current location: hyderabad.
current contact number : 9949222390.
highest degree& pass out year: mca-2006-jan(fulltime)/ 63%.







",1
"thank you for offering me the role of assistant manager at Gonzalez, Turner and Carter.
after much consideration, i
regret to inform you that i am declining your offer.
while i believe that your company would be an
excellent place to work due to its outstanding safety profile, i have accepted another role that i think is
more closely aligned with my career goals at this time.
i thoroughly enjoyed meeting you and the rest of the team.
you and the rest of the interviewers were
courteous and supportive, and i wish i could have accepted the offer, but circumstances have prevented
me from doing so.
i am confident that you will find the right candidate, and they will be fortunate to work
at Gonzalez, Turner and Carter.
i wish you and your company all the best.",0
"thanks for the great offer.
although i have experienced the application process with you very positively, i have decided not to accept the offer.
the reason for this is that i have been offered another job where i can develop my personal skills better.
in addition, i think that job is better for the rest of my career.
thanks again for the time and effort.
i liked that you not only looked at the cv, but also at the candidate as a person.
in addition, i appreciate it that i quickly received a response from you to my application.
who knows, we might talk to each other in the future.",0
"thank you for your offer for the position of assistant project coordinator at Snyder, Wade and Curry.
while i believe firmly that Snyder, Wade and Curry provides an exciting and challenging
opportunities, i have had another offer which i believe more closely aligns with my current
career goals and interests.
after much consideration, i have decided that i must decline your
offer.
thank you for all the courtesy and hospitality extended to me by your office.
i appreciate your
interest in me, and i enjoyed learning more about your organization.",0
"thank you so much for offering me the position of marketing manager at Gonzalez-Johnson.
it has been a
pleasure speaking with you and learning more about your company.
unfortunately, after giving a great deal of thought to this career opportunity, i have decided that it is in my
best interest, as well as the company’s, to turn down your gracious job offer.
i have recently decided to
accept another position that i believe is a better fit for my abilities and skill set.
i am truly sorry for any inconvenience this decision may cause.
i continue to be impressed with Gonzalez-Johnson growth and standing in the marketplace.
i wish you all the best in your future endeavors.
i hope to see you at the upcoming marketing conference
in june.",0
"i wanted to follow up regarding the Senior tax professional/tax inspector position.
thank you very much for the opportunity.
however, i was offered another opportunity that i feel is a slightly better fit for my
career goals, and i’ve decided to accept it instead.
this was not an easy decision, and i hope you and your team are successful in finding the right person for your role.",0
"based on hr’s response, i am withdrawing my application to work at your company.",0
"i am very much interested for this position.
please find the attached
resume.







",1
"i refer to the above position and i am interested in applying for it and
believe that i have the qualities necessary to excel in the job.
i am confident that i have the skills and experience to be an asset to your
company.
hence, i hope to be granted an interview with you to discuss this
further.
i would be obliged to give you further details.







",1
"thank you for offering me the assistant manager position.
regretfully, i must decline your offer since i have just
accepted a position with another firm.
while i was very interested in the opportunity and working with your team, the
position i accepted is better matched to my credentials and career aspirations.
thanks again for taking the time to meet with me and for the generous employment offer.
i am impressed by your
company’s goals, mission and commitment to quality and service, and wish you and your colleagues much continued
success.
i hope that we meet again in the future.",0
"while i extremely
appreciative for having been offered the role, i believe i will have to decline the same.
while the package you have offered me
is extremely generous, i have accepted a position at another company which better fits the role i was looking out for.",0
"thanks for your email.
iam  interested in this position.







",1
"im looking for remote opportunities and i have 5+ years of experience in us
it recruitment.
i can work with least monitoring and will work closely
with the team.
attached is my resume for your reference


total years experience us it recruiter -5+
last drawn salary -6.5l /a
availability -immediate
present location -chennai, india

note- i'm having laptop and high speed broadband internet connection also
have us calling facility textnow.







",1
"i am willing work  in your esteem organization.
hence, i am submitting my resume for your kind consideration.
i am currently working as an senior asstt.
(admin.
& academic) at maharaja agrasen university, baddi, distt.
solan (hp), where i perform many of the tasks required for preparing documents for affiliation from various concerned govt.
authorities like hpperc, ugc, pharmacy council of india, council of architect, aicte.
prior to this i worked as executive secretary to chairman at shree siddhivinayak group of institution, shahpur, bilaspur, distt.
yamuna nagar, where i performed administrative tasks as well as preparing documents various inspection kuk, aicte.
through my experiences at ssgi i have developed my administration skills learnt to work as an integral member of a team, and maintained the highest standards of professionalism.
i have also developed my computer skills, becoming familiar with company databases and honing my typing abilities in english and hindi languages.
i have strong communication and interpersonal skills, a friendly and professional manner, and an excellent command of microsoft word, excel and powerpoint.
i also have exceptional attention to detail, with an ability to prioritise and juggle multiple tasks.
i hope you will kindly consider my cv and give a chance to work in your organization.







",1
"please accept this letter as confirmation of my resignation from the position of Community arts worker
at Wright Inc, effective from one month from today’s date, January 15, 1984.
i am very thankful for the opportunities, guidance and ongoing support you have provided me.
thank you again, and i wish you and Wright Inc all the best for the future.",0
"this is with reference to your job offer that you placed for the position of Commercial horticulturist.
after careful consideration of my
responsibilities and the kind of role i need to perform, i would like to rescind my acceptance for the said post.
i understand that i would miss the opportunity of working with a reputed company, backed with friendly and warm colleagues, but i have a
better offer as Commercial horticulturist in a small company.
it was a tough call making the decision as the reputation your company has is
incomparable.
i hope i should not regret my decision in the near future.",0
"although you have been most encouraging in outlining
future development prospects inside King, Barton and King, i have accepted one other alternative
that’s extra in step with my abilities and profession objectives.
i loved assembly you and the remainder of your group.
you have been most type and gracious
all through the interview course of, and i solely want that circumstances allowed me to settle
for your provide.",0
"thank you very much for offering me the position of Event organiser at Fox and Sons.
unfortunately, i have decided not to accept the position, as it isn’t the right fit for me at this time.
i truly appreciate the offer and your consideration.
thank you again for your time and i wish you all the best in finding someone suitable for the position.",0
"thank you for offering me the position of Insurance claims handler with Young and Sons.
i appreciate your
interest in hiring me.
unfortunately, i have decided to accept a position with another
company that is a better match for my current goals.

again, i appreciate the offer and your careful consideration.
i wish you and your
company continued success in all endeavors.",0
"greetings!!
please find attached profile for your perusal.







",1
"hope you are doing well!
i am writing you in regards to recruitment position .i am very much
interested to apply my candidature for this one.
i have gained 9 years of
exp in talent acquisition/recruitment's.
here i am attaching my profile for
your review, please have a look and let me know your interest for further
process.
i would be very happy to discuss my profile in detail with hr
team.
i can be reached on my cell number 9968344900.
looking forward to hear from you.







",1
"please find my resume for chandigarh location as an attachment.







",1
"i wanted to thank you again for your letter offering me Landscape architect at Miranda-Payne.
i appreciate the time you and the rest of the name of company team spent with me outlining this opportunity.
while i certainly recognize the benefits of working at name of company, after thoughtful consideration i regretfully decline this offer.
as we discussed, reason for declining i am choosing not to accept your offer at this time.
i hope our paths will cross again in the near future, and wish you and name of company continued success.
thank you again for your time and consideration.",0
"i'm interested in this position please find the attached resume.







",1
"    so yeah i am interested for this position.
right now i am working on
devops environment with different tools.
what you mentioned in that mail i
am sure i will do that.
so please review my resume and let me know the
same.
tools:
git âmavenâjenkinsâapache tomcatâansibleâdocker âaws âplease let me know if you have any questions.
if you feel free please contact me.







",1
"i was excited to get the opportunity to work in a
team here.
unfortunately, during the hiring process, i’ve got a job offer from another company.
after
a long weighing of all the advantages and disadvantages, i’ve decided to decline job offer
you made.
i believe that the other position is a better fit for my skills, values and career opportunities.
i am sorry for any inconvenience my decision may cause.
i continue to be impressed with
Goodwin-Thomas approach and all the people i’ve got a chance to meet.
i wish you all the best and everlasting growth.
i hope to keep in touch and will
recommend Goodwin-Thomas to all my skilled friends.",0
"
good afternoon mr. singh,

yes, i'm very much interested in this job opportunity

please find my most updated resume attached with this email

many thanks

ken








",1
"attaching my resume for your perusal.







",1
"i have received an mail on job opportunity, i was interested on the backend job profile(java) requirement specified on the mail.
i have rich experience on the mvc frameworks (struts 1.2 &2, jsf 1.2&2) , orm frameworks (hibernate & jpa) , webservice (rest & soap) and spring.
i got good banking/retail domain knowledge and involved in various/all phases in the software development life cycle.
also got good exposure to oracle db/sql where involved in creating procedures and done packages for complex systems.
involved in the performance tuning in both java and oracle sides.
here by i have attached my latest updated profile, can you please look into this and revert back if my skills suits.







",1
"thank you so much for offering me the Nature conservation officer position.
after carefully considering
the compensation package outlined in your offer, i must regretfully decline.
the
salary does not meet the financial requirements of my current situation.
it was a pleasure meeting you and learning about your company.
i wish you
continued success and hope we will have the opportunity to work together in the
future.",0
"i would like to thank you again for taking the time to meet with me last week.
it was great to meet
the team and learn more about the money counter position, and i appreciate the offer to join
your team.
although i am very grateful for this opportunity and would be very excited to join your company,
unfortunately i have to decline your offer, as the salary does not meet my needs.
according to my
research, the typical salary range for someone in this position is between $50,000 and $70,000.
if you feel that you would be willing to accommodate my salary requirements, i would greatly
appreciate it and would love the opportunity to work with your company.
again, thank you for your time and support ",0
"please find the attached resume for the position and let me know if you
need any further information.







",1
"thank you very much for offering me the position of Commercial/residential surveyor  at Richardson LLC, following our final
interview earlier this week.
after a lot of consideration, i have decided, with regret, not to accept the offer.
due to personal
reasons, unfortunately i am no longer in a position to accept the role.
i really appreciate the time that you have taken to meet with me over the course of our
interviews last week and this week.",0
"
dear mr. dk singh.

in response to your job offer i'm here by sending my updated resume and my
skills for the position of azure devops engineer.
o    i have 3 years of experience as a devops engineer involved in
continuous integration and continuous deployment.
o    experience with source code management tools like git, github.
o    experience in operating systems like linux and windows.
o    experience in scripting with powershell and bash.
o    experience in automation tools such as ansible and docker.
o    azure virtualization.







",1
"i am sending you my resume for the position of devops/build & release
engineer.
kindly find the attachment and consider my profile for this
position.







",1
"thank you very much for offering me the assistant manager position.
after careful consideration, i regret
that i must decline your offer.
although you were most encouraging in outlining future advancement
possibilities within Clark Ltd, i have accepted another opportunity that is more in line with my skills
and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the
interview process, and i only wish that circumstances allowed me to accept your offer.",0
"many thanks for your phone call yesterday and the offer of the role of Data processing manager at Nolan LLC.
i sincerely appreciate you taking the time to discuss salary expectations with me.
unfortunately, i will have to decline this role as the salary does not meet the financial requirements of my current living expenses.
thank you again for your consideration, and i wish you all the best in finding someone suitable for the position.",0
"thank you again for offering me the opportunity to work at Powell PLC.
as i told you over the phone i regret that i must decline the job offer.
after considerable thought i have determined that the position is not the best fit for me at this time.
i enjoyed meeting you and learning about your company and i wish you every success in
the future.",0
"thanks for reaching out, i am interested in applying for the job position
of âai engineer / data scientist in usâ.
the updated resume is attached, providing further information on how my
career background meets your requirements.
i look forward to hearing from
you.







",1
"thank you again for taking the time to interview me last week, it was great to meet the team and
learn about the company.
i enjoyed learning about the swamp cleaner position, and i appreciate
your generous offer.
while this position seems like a great opportunity, i have decided that now is not the best time to
leave my current position.
once again, i would like to express my gratitude for the offer and my regrets that it did not work
out.
thank you for your time and i wish you the best in finding another candidate to ll the
position.",0
"i am excited to accept the offer as Surveyor for Roberts Inc.
this is an amazing opportunity and i am honored to have been
considered for it.
as we discussed, my starting salary will be $7695 usd/year and health
insurance benefits will be available after 34 days of employment.
the start date will be August 12, 1976.
i look forward to working with you and the rest of your team.
thanks again for this amazing opportunity!
i am excited to inform you that i officially accept your offer for the Surveyor position with Roberts Inc.
i am eager to put my skills to the
test and do great things at your company!
as we agreed, my starting salary will be $50,000 usd/year and my health
insurance benefits will kick in after 30 days.
i look forward to starting my employment on August 12, 1976.
if there is anything else you need me to do or sign prior to the start date,
just let me know.
once again, thank you for this great opportunity!",1
"first, i want to thank you for the offer to work for Martinez PLC as a Plant breeder/geneticist
i was excited about the chance to join the team there, but something unexpected came up, and i
won’t be able to go forward with the job as planned.
i wish i didn’t have to back out like this.
i want to stay connected via linkedin, and i hope we
cross paths again in the future.",0
"thank you very much for offering me the opportunity to work at Cooper Inc as Architectural technologist.
after much deliberation, i will not be accepting the position, as it isn’t the right fit for my long-term career goals.
i sincerely appreciate the offer and give you my best wishes in finding a suitable candidate for the position.
i wish you and the
company well in all future endeavours.",0
"this is atul from ambala, ex-para commando from indian army(president award
winner).i have completed my mba in hr.
please see the attached file as my
resume.
please go through from that & consider it for admin/hr/operations
manager in your esteemed organisation.
my major is administration and minor is hr in which my 08 year experience
is of indian army(admin head & para commando) and 04 years in civil as
admin manager cum hr manager.
currently i am working for housing.com as
admin cum operations head for punjab & haryana zone.your valuable reply is
awaited.







",1
"this was such a difficult decision for me to make.
i spent a long time
meditating on the opportunity that you put in front of me.
it is such a
great one.
but after a lot of consideration on my career path, i’ve
chosen another route.
i want to thank you for all the time you and the
team put forth.
and i hope we can stay connected and speak about
future job opportunities that may come up later down the road.
thank so much for everything,
",0
"thank you for offering me the position of sales associate with the regency company, llc.
after a great deal of reflection, i have decided to accept a position with another company.
i enjoyed speaking with you, and i appreciate the time you took to share information about
this opportunity.
i admire the work that your team is doing, and i hope to find a way to be
involved in your work in the future, even though the timing did not work out this time.",0
"thank you very much for offering me the assistant manager position.
after careful consideration, i regret that i must
decline your offer.
although you were most encouraging in outlining future advancement possibilities within a
company, i have accepted another opportunity that is more in line with my skills and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the interview
process, and i only wish that circumstances allowed me to accept your offer.
with best wishes for your continued success.",0
"following our recent conversation, i wanted to thank you for offering me the position of sales assistant with your
company.
i was very impressed by the company and your team.
however, it is with regret that i have made the difficult decision to decline the offer.
unfortunately, after further discussion with my prospective manager, i feel that the role doesn’t offer the progression
opportunities i am looking for.
thank you again for this opportunity and i wish you all the best in the future.
i am afraid that after further consideration, i have decided to decline the offer.
although i was very keen on this role, i have since been offered another job which is a closer fit to my career aspirations.
thank you again for this opportunity and i wish you all the best in the future.",0
"thank you for sending me a job offer email for the position of Civil Service administrator.
i am very grateful for the time you spent considering me.
i was delighted in receiving your offer because your company left a great impression on me.
after thorough consideration, i decided to decline your offer.
unfortunately, something completely unexpected happened, and i cannot accept your proposition.
i hope Quinn-Ramos will progress forward and achieve great successes in the future.",0
"this letter is in regards to the Investment banker at Taylor, Lambert and Haley.
i would like to take this time to thank you for the opportunity to apply and for the job offer.
i am afraid i will have to decline this offer for a couple of reasons.
i’ve been offered another position at a nearby store that will pay more and work with me on my busy schedule, so i can be more flexible with the hours i work.
i’d like to thank you again for the opportunity to work at costlow general stores and wish you well with your business.",0
"please find below resume for your reference.
ready to join in one month,
currently serving notice period.







",1
"thank you so much for the offer to join Brown, Flowers and Charles in the Legal executive role.
i was excited
about the opportunity to work with the team there.
unfortunately, something unexpected came up, and i am unable to go forward with the job as
previously planned.
i would love to stay in touch via linkedin, and i hope our paths cross again in the future.",0
"i would like to thank you again for oﬀering me the
position of Research officer.
i
genuinely appreciate the time you spent with me
and your consideration for the position.
i have spent some time reconsidering your job oﬀer
and i have concluded that this job is not the best fit
for my skills and experience.
i believe it is in the
best interests of both myself and the company to
turn down the job oﬀer.
i am very sorry for any
inconvenience that this may cause.

i enjoyed learning more about your company and i
wish you and your staﬀ much success in the future.",0
"
communication not that good .... pass on him







",1
"                    i'm glad to see your mail regarding job opening for ai
engineer profile.
i wish to be a part of your organization and attaching my
resume along with this mail.
kindly do find the attachment.







",1
"thank you so much for the offer to join Hopkins-Schultz in the Nurse role.
i was excited about the opportunity to work with the team there.
unfortunately, something unexpected came up, and i am unable to go forward with the job as previously planned.
i would love to stay in touch via linkedin, and i hope our paths cross again in the future.",0
"i want to thank you very much for offering me the role
of International aid/development worker at Travis, Johnson and Nelson.
i appreciate that you
interviewed a number of candidates and will have
spent much time reaching your decision.
i was very impressed by Travis, Johnson and Nelson, which
made my decision a difficult one.
after careful
consideration, however, i have taken the decision to
decline your offer of employment.
the reason is that i
have been offered a different role at a more senior
level, and with a greater opportunity to develop
management skills.
i enjoyed meeting you and your colleagues, who were
friendly and professional throughout.
i would like to
wish you and your company the very best for the
future and i thank you again for your time.",0
"a brief about my profile, i have around 11 years of experience.
and,
currently serving for 7 different customers.
technical skill : project management, scrum management, technical delivery,
sprint planning, retrospection,  aws, devops, teraform, ansible, nexus,
apache tomcat,  scrum master, team lead, c, python, jenkins, docker, rtc,
github, batch, shell ,c++, cloud [azure], tcp/ip, upnp, http, embedded c,
makefiles, iot, perforce, jenkins, linux, clearcase, clear-quest,
windbg, agile, stb, ott, sdp, gdb, and rtos.







",1
"i am so obliged for having been offered the position of Merchant navy officer at your company.
however, i find that i must decline the offer
in light of some reasons that have come up on my end.",0
"appreciate your interest in my profile.
please find attached my resume for
your kind perusal.
look forward to hearing from you.







",1
"i received an email from you yesterday regarding job opening in devops.
yes, i am interested in this position.
i am providing my details below
along with resume.
full name: lukesh babu
mobile number: 7780607535
email id: lukeshlukks@gmail.com
linkedin id: https://www.linkedin.com/in/bezawada-lukesh-0b1641191/
current ctc: 5.4 lpa
expected ctc: 8.4 lpa
notice period: 2 months current location: hyderabad







",1
"i have attached my profile.
kindly let me know regarding the scheduled
interview.







",1
"thank you so much for the offer to work as a Ophthalmologist at Fitzgerald, Mcbride and Lee.
i very much appreciate your time and consideration, and your effort in
answering my questions and helping me navigate the application process.
i was very happy to meet you and Dean Guzman on
February 17, 1985.
while working with you as Fitzgerald, Mcbride and Lee sounds like a tremendous
opportunity, i have decided to take a different position.
i’ve enjoyed getting to know you and everyone at Fitzgerald, Mcbride and Lee, and hope
we have the chance to meet in the future.
again, thank you for your
consideration and the generous offer.
i wish you all the best.",0
"thank you  for offering me the position of office assistant with carolina solar services.
i appreciate you taking the time to consider me for the role and for answering my
questions about the company and the position.
after much consideration, i will not be accepting the position as it does not fit the path i am taking
to achieve my career goals.
i am currently seeking for a position that would allow me to directly employ my knowledge of solar
energy in thefield so that i can reach my career goals of being a solar technician.
if a position of
this nature becomes available in the future, i would appreciate being considered for such a role.
again, thank you for your consideration, and i wish you all the best.",0
"first, i want to thank you for the offer to work for Montgomery PLC as a Barrister's clerk.
i was excited about the chance to join the team there, but something unexpected came up, and i
won’t be able to go forward with the job as planned.
i wish i didn’t have to back out like this.
i want to stay connected via linkedin, and i hope we cross paths again in the future.",0
"thank you very much for offering me the position of Runner at Pennington-Pearson.
unfortunately, i have decided not to accept the
position, as it isn’t the right fit for me at this time.
i truly appreciate the offer and your consideration.
thank you again for your time and i wish you all the best in finding
someone suitable for the position.",0
"thank you for giving me this great job offer.
i am deeply grateful for the
opportunity that you have given to me to work for your company.
i am so sorry that i will have to decline the offer.
few hours before i got your email, i was informed that my aunt was admitted to
a hospital in another state.
she was just diagnosed with cancer.
my presence and
resources are needed immediately at the hospital because i am the only relative
she has.
i was informed that she may be on admission for the next three
months.
i apologize for this unfortunate situation, and also for any inconvenience that my
decision may have caused the company.
thank you again for the job offer, i do not take your faith in me for granted.",0
"
thanks for reaching out.

pfa, my resume for your reference.







",1
"it's my pleasure to hear from you.
yes, i'm interested in position.
could you please review my cv and projects details.







",1
"while i understand the position and your company
oﬀer a great deal to a prospective employee, i have
had another oﬀer which i believe more closely
matches what i am looking for.
therefore, after
giving it much careful thought, i must decline your
oﬀer.",0
"i would like to thank you again for offering me the position of sales associate at ghb
company.
i genuinely appreciate the time you spent with me and your consideration for
the position.
i have spent some time reconsidering your job offer and i have concluded that this job is
not the best fit for my skills and experience.
i believe it is in the best interests of both
myself and the company to turn down the job offer.
i am very sorry for any
inconvenience that this may cause.
i enjoyed learning more about your company and i wish you and your sta much
success in the future.",0
"i am interested with this opportunity.
please process further and let me know if there anything  i need to do.







",1
"
hello sir, thanks for your mail.

i would love to share my resume with you.
attached below is my resume for your reference.







",1
"as seen on naukri.com please find attached my updated resume .







",1
"i got a message in naukri.com that there are an openings on devops profile
in your company.i have attached my resume along with this mail for your
reference.
please consider my resume with the open position in your
organization.







",1
"please find attached my resume for your perusal.







",1
"thank you for getting in touch with me.
i am a passionate person looking forward to implement machine learning
algorithms and deep learning models that solve real world problems, which
enables to use my knowledge and experience.
i've more than 1 year work experience in ai/ml/nlp/deep learning/python.
please find my resume attached to this email for your reference.
looking forward to hearing from you.







",1
"
hii , i am amit kumar pathak , and i received a mail from naukri.com .

i am
interested to join such types of jobs .
but i have a no experience .
i am
fresher .
if you can consider my application for this position then i will be learn
anything as soon as possible .
so please consider on my application.







",1
"i am pleased to confirm my acceptance of your offer and look forward to reporting to work on the
July 07, 1983. i am aware that as a fresher my base salary will be $12453/- per month, with
added incentives based on the quality of my work.",1
"i hope all is well.

i wanted to follow up regarding the Mechanical engineer position, as i’ve come to a decision.
unfortunately, i have decided to pursue a different opportunity and must decline this offer.
i wish you luck in finding the right person for this role, and i appreciate the time and effort that you spent interviewing me and
extending me this offer.
thank you very much for the opportunity.",0
"i am sending you my updated resume in attached file.







",1
"thank you for your offer for the post of an administrative assistant as a result of my last
interview.
however, i regret to accept your offer currently due to unavoidable reasons.
i will be
very much thankful if you accept my regret letter.",0
"thank you for this email and glad that you found my profile matching your
requirement.
i have worked on the technologies you are looking for, but
very less  at ejb and jpa.
i am a fast learner and can meet your
expectations in much less time span.
please find my resume attached.







",1
"thanks for your mail.
yes i am interested in this opportunity.
please find my resume attached.







",1
