,payload,sentiment
5,"first, i want to thank you for the offer to work for Montgomery PLC as a Barrister's clerk.
i was excited about the chance to join the team there, but something unexpected came up, and i
won’t be able to go forward with the job as planned.
i wish i didn’t have to back out like this.
i want to stay connected via linkedin, and i hope we cross paths again in the future.",0
177,"i am looking for a job opportunity on devops role.
kindly find attached
resume for your reference.
mobile no: 995 995 0282







",1
246,"pfa the resume.







",1
68,"thank you for your offer for the position of assistant project coordinator at Snyder, Wade and Curry.
while i believe firmly that Snyder, Wade and Curry provides an exciting and challenging
opportunities, i have had another offer which i believe more closely aligns with my current
career goals and interests.
after much consideration, i have decided that i must decline your
offer.
thank you for all the courtesy and hospitality extended to me by your office.
i appreciate your
interest in me, and i enjoyed learning more about your organization.",0
149,"

dear mr dk singh,
i am forwarding my resume, as desired.hope to hear from you soon.







",1
94,"thank you again for taking the time to interview me last week, it was great to meet the team and
learn about the company.
i enjoyed learning about the swamp cleaner position, and i appreciate
your generous offer.
while this position seems like a great opportunity, i have decided that now is not the best time to
leave my current position.
once again, i would like to express my gratitude for the offer and my regrets that it did not work
out.
thank you for your time and i wish you the best in finding another candidate to ll the
position.",0
0,"it is with great pleasure that i accept your offer to join Stephen Jackson as a Counselling psychologist under
Stephen Jackson.
the goals you outlined for the position are well-matched to my abilities, and i consider
it a privilege to join your team.
as we discussed, my annual salary will be $7002, and medical benefits will commence after 38 days of
employment.
Stephen Jackson, thank you for making the interview process enjoyable.
i look forward to working with
you and the Stephen Jackson team.
i will report to work on July 18, 1993.
in the meantime, feel free to call me at +1-225-674-6952x636.",1
259,"
please process my cv for this position.







",1
110,"thank you so much for offering me the Sales professional position.
after careful consideration, i have decided to accept a different position and won’t be able to accept this offer.
i appreciate the time spent interviewing me and introducing me to your organization throughout this process, and Mills PLC sounds like a fantastic company.
it was a difficult decision, and i wish you success in finding the right person for your role.",0
206,"i got your naukri.com based reply for ai-ml engineer position.
replying to
the same inquiry.
my name is akshay dodhiwala & i have been working as an data scientist
since last 2 years.
i have attached my resume & project document for your
reference.
as of now i am leading team of 8 other data scientist to deliver
industry grade solutions.
and i am also microsoft certificated data
scientist.
please do see them and let me know if need any further
information.







",1
81,"thank you again for offering me the opportunity to work at Powell PLC.
as i told you over the phone i regret that i must decline the job offer.
after considerable thought i have determined that the position is not the best fit for me at this time.
i enjoyed meeting you and learning about your company and i wish you every success in
the future.",0
87,"thank you very much indeed with the effort you are making to give the fresh informations.
that very helpful, i appreciate this kindness from your side.",1
88,"thank you for offering me the position of sales associate with the regency company, llc.
after a great deal of reflection, i have decided to accept a position with another company.
i enjoyed speaking with you, and i appreciate the time you took to share information about
this opportunity.
i admire the work that your team is doing, and i hope to find a way to be
involved in your work in the future, even though the timing did not work out this time.",0
144,"i'm interested in working with your organization kindly please check my
resume for your reference



thanks,
manojkumar c







",1
118,"i would like to thank you again for oﬀering me the
position of Research officer.
i
genuinely appreciate the time you spent with me
and your consideration for the position.
i have spent some time reconsidering your job oﬀer
and i have concluded that this job is not the best fit
for my skills and experience.
i believe it is in the
best interests of both myself and the company to
turn down the job oﬀer.
i am very sorry for any
inconvenience that this may cause.

i enjoyed learning more about your company and i
wish you and your staﬀ much success in the future.",0
61,"i want to thank you for all the time that you’ve spent with me.
meeting you and your team to speak about Lewis-Johnson was an
absolute pleasure.
i really hold all of you in high regard.
at this time, i’ve decided that another opportunity is a better option for
me and my career path.
i want you to know this was a very difficult
decision.
i hope we can stay in touch and speak about future job opportunities.",0
66,"thank you for offering me the assistant manager position.
regretfully, i must decline your offer since i have just
accepted a position with another firm.
while i was very interested in the opportunity and working with your team, the
position i accepted is better matched to my credentials and career aspirations.
thanks again for taking the time to meet with me and for the generous employment offer.
i am impressed by your
company’s goals, mission and commitment to quality and service, and wish you and your colleagues much continued
success.
i hope that we meet again in the future.",0
65,"thank you very much for offering me the assistant manager position.
after careful consideration, i regret that i must
decline your offer.
although you were most encouraging in outlining future advancement possibilities within a
company, i have accepted another opportunity that is more in line with my skills and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the interview
process, and i only wish that circumstances allowed me to accept your offer.
with best wishes for your continued success.",0
237,"i'm working as a devops engineer in l&t technology services with 4 years of
experience.
i'm  looking for new opportunities.







",1
317,"hope you are doing well!
i am writing you in regards to recruitment position .i am very much
interested to apply my candidature for this one.
i have gained 9 years of
exp in talent acquisition/recruitment's.
here i am attaching my profile for
your review, please have a look and let me know your interest for further
process.
i would be very happy to discuss my profile in detail with hr
team.
i can be reached on my cell number 9968344900.
looking forward to hear from you.







",1
260,"kindly find my updated cv and below are the following
information and do feed back.
total no.of years of it experience :6 yrs
current company : valuelabs.
current ctc : 621,000 .
(no variable pay in my current company).
excpected : as per company norms.
notice period: 3 weeks.
dob :08/06/1981.
current location: hyderabad.
current contact number : 9949222390.
highest degree& pass out year: mca-2006-jan(fulltime)/ 63%.







",1
90,"thank you very much for offering me the position of Commercial/residential surveyor  at Richardson LLC, following our final
interview earlier this week.
after a lot of consideration, i have decided, with regret, not to accept the offer.
due to personal
reasons, unfortunately i am no longer in a position to accept the role.
i really appreciate the time that you have taken to meet with me over the course of our
interviews last week and this week.",0
236,"please find the updated cv as requested.







",1
37,"please accept this letter as confirmation of my resignation from the position of Community arts worker
at Wright Inc, effective from one month from today’s date, January 15, 1984.
i am very thankful for the opportunities, guidance and ongoing support you have provided me.
thank you again, and i wish you and Wright Inc all the best for the future.",0
208,"hope you are doing well.
this is regarding the vacancy for the profile of front end developer for
which am sharing my resume with you.
please find attached to this email a copy of my cv that details my past
experience.
looking forward to a prompt and positive revert from your end.







",1
19,"i would like to express my appreciation for
including me in the interview process for your
accountant position.
i enjoyed meeting with you
and learning more about your company.
however, i have accepted another employment",0
111,"i hope you’re doing well.
unfortunately, i have decided to pursue another opportunity rather than accepting this offer.
i appreciate the time you and your team spent meeting with me and putting together this offer, and i wish you luck in finding
the right person for the job.",0
63,"this was such a difficult decision for me to make.
i spent a long time
meditating on the opportunity that you put in front of me.
it is such a
great one.
but after a lot of consideration on my career path, i’ve
chosen another route.
i want to thank you for all the time you and the
team put forth.
and i hope we can stay connected and speak about
future job opportunities that may come up later down the road.
thank so much for everything,
",0
215,"i would â like to apply for this opportunity.
please find my resume attached.
kindly let me know the further steps.







",1
251,"thanks for your email.
please find my updated resumes.







",1
115,"thanks for the great offer.
although i have experienced the application process with you very positively, i have decided not to accept the offer.
the reason for this is that i have been offered another job where i can develop my personal skills better.
in addition, i think that job is better for the rest of my career.
thanks again for the time and effort.
i liked that you not only looked at the cv, but also at the candidate as a person.
in addition, i appreciate it that i quickly received a response from you to my application.
who knows, we might talk to each other in the future.",0
82,"i would like to thank you again for offering me the position of sales associate at ghb
company.
i genuinely appreciate the time you spent with me and your consideration for
the position.
i have spent some time reconsidering your job offer and i have concluded that this job is
not the best fit for my skills and experience.
i believe it is in the best interests of both
myself and the company to turn down the job offer.
i am very sorry for any
inconvenience that this may cause.
i enjoyed learning more about your company and i wish you and your sta much
success in the future.",0
263,"
i sent my profile but i didn't get any response from your side.please get
back to me as soon as possible.







",1
203,"
please find my attached resume .itâd be very kind to hear back from your
end  if thereâs any open position which can suit my current skills,
capabilities and experience.







",1
57,"thank you so much for considering me for the position of Primary school teacher.
after careful
consideration, i’ve decided to pursue a position with another company that’s more in
line with my current career path and personal goals.
it was a true pleasure to learn more about the excellent work you do at Aguilar, Richardson and Harris.
i appreciate the time and consideration you gave my application and wish you success
in your efforts to find the perfect candidate.
i look forward to hearing from you in the future.
if there are any questions you have
for me, please let me know.",0
123,"i would like to inform you that i went through the job description
provided by you.
it seems to align with my interests.
i would be an amazing
asset to your organization and in due course a learning opportunity for me.
to discuss further could we talk over skype so that i could get a broader
idea about the job profile.







",1
102,"i wanted to thank you again for your letter offering me Landscape architect at Miranda-Payne.
i appreciate the time you and the rest of the name of company team spent with me outlining this opportunity.
while i certainly recognize the benefits of working at name of company, after thoughtful consideration i regretfully decline this offer.
as we discussed, reason for declining i am choosing not to accept your offer at this time.
i hope our paths will cross again in the near future, and wish you and name of company continued success.
thank you again for your time and consideration.",0
24,"after much consideration, i have
decided to accept a position with another company.",1
122,"i really want to thank you very much for offering me the position of senior supervisor in your
company.
however, i have been offered a similar role in another company, the details of
which i do not wish to disclose due to professional commitments, at a better ctc and perks
with my experience and qualifications.
i appreciate you for taking time and effort for interviewing me and also sharing relevant
information related to the job and the company.
i mean no disrespect but, i must go for the
offer that is best suited for me.
i wish continued success for your company!
thank you, for your time and effort.",0
161,"*greetings !
*

i would like to apply for the mentioned post.
i am ready to join
immediately.
please find my updated resume attached along with this mail.
awaiting for the call !







",1
120,"i would like to take a moment to thank you for extending me an offer for the Conference centre manager within Williams and Sons.
after careful thought and consideration for the role, salary, responsibilities, and the company; i have come to the decision to decline the job offer presented to me.
your company has a bright future ahead, however i have accepted another position that is within a more commutable distance from my home.
i appreciate taking the time to have met with you and all interviewers.
i am truly grateful to have received this opportunity to join your team and thank you for your time and support throughout this process.",0
226,"kindly look in to the attached resume for the profile of full stack developer.







",1
56,"this is with reference to your job offer that you placed for the position of Commercial horticulturist.
after careful consideration of my
responsibilities and the kind of role i need to perform, i would like to rescind my acceptance for the said post.
i understand that i would miss the opportunity of working with a reputed company, backed with friendly and warm colleagues, but i have a
better offer as Commercial horticulturist in a small company.
it was a tough call making the decision as the reputation your company has is
incomparable.
i hope i should not regret my decision in the near future.",0
60,"thanks so much for offering me the position of Museum/gallery exhibitions officer at Henderson-Lane.
it was a
pleasure meeting you.
unfortunately, after a great deal of thought, i have decided to turn down this
gracious job opportunity.
i am truly sorry for any inconvenience this decision may
cause and hope it will not affect any future relationships with your company.
i wish you continued success and hope to hear from you in the future.",0
91,"thank you for offering me the role of assistant manager at Gonzalez, Turner and Carter.
after much consideration, i
regret to inform you that i am declining your offer.
while i believe that your company would be an
excellent place to work due to its outstanding safety profile, i have accepted another role that i think is
more closely aligned with my career goals at this time.
i thoroughly enjoyed meeting you and the rest of the team.
you and the rest of the interviewers were
courteous and supportive, and i wish i could have accepted the offer, but circumstances have prevented
me from doing so.
i am confident that you will find the right candidate, and they will be fortunate to work
at Gonzalez, Turner and Carter.
i wish you and your company all the best.",0
265,"i am having total 6.6 years of experience into web development in both
front end + backend as full stack developer.
please find attached my resume for your reference and do let me know
regarding the same.







",1
80,"thank you very much for offering me the position of customer service manager with Davidson-Shaffer
while i understand the position and your company offer a great deal to a prospective
starting a home business employee, i have had another offer which i believe more closely matches what i am
looking for.
therefore, after giving it much careful thought, i must decline your offer.
thank you for your time and effort.
i wish you and your company well.",0
119,"thank you so much for the offer of the Aid worker.
i so appreciate you taking the time to consider
me and for answering so many of my questions about the company and role.
after careful consideration, i regret that i must decline your offer.
although you were most encouraging in outlining
future advancement possibilities within Wiley LLC, i have accepted another opportunity that is more in line
with my skills and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the interview
process, and i only wish that circumstances allowed me to accept your offer.",0
79,"thank you very much for offering me the position of Event organiser at Fox and Sons.
unfortunately, i have decided not to accept the position, as it isn’t the right fit for me at this time.
i truly appreciate the offer and your consideration.
thank you again for your time and i wish you all the best in finding someone suitable for the position.",0
71,"unfortunately, i am going to need to withdraw my employment.
i
apologize for this inconvenience and i realize this puts the company
in a challenging position to make a replacement.
i wouldn’t have made
this choice unless it was for serious reasons.
i hope this doesn’t diminish the opportunity for us to work together in
the future.",0
25,"many thanks for your phone call yesterday and the offer of the role of Press sub at Hawkins, Woods and Wood.
unfortunately, i will have to decline this role
as the salary does not meet the financial requirements of my current living expenses.
thank you again for your consideration, and i wish you all the best in finding someone suitable for the position.",0
59,"thank you for offering me the position of Insurance claims handler with Young and Sons.
i appreciate your
interest in hiring me.
unfortunately, i have decided to accept a position with another
company that is a better match for my current goals.

again, i appreciate the offer and your careful consideration.
i wish you and your
company continued success in all endeavors.",0
346,"
sorry for the repeatative mails due to technical glitch.

i forgot to attach the resume in the previous mail.
resume attached below.
sorry for the inconvenience caused.







",1
316,"please get my attached resume.
looking forward to hear from you soon.







",1
311,"
dear mr. dk singh,

i am currently working as a machine learning engineer at nmc healthcare in
abu dhabi, uae.
during my experience here, i led the development of various
use-cases having a high potential impact through extensive research and
analysis by collecting data and interaction with different teams within the
organization.
i was contacted on naukri.com for a job opening for the role of ai
engineer.
i am attaching my updated resume with this email for your
reference.
when you have a moment, feel free to go through my portfolio at
www.mrsumitgupta.com.







",1
323,"
respected sir,i am very glad to hear response from you as i am searching the job in the mentioned domains.

it would be a great opportunity for me as the job is of my passion and of course don't want to miss it.
hope you have noticed that i am a fresher by experience and the opportunity is applicable to me.
as suggested, i am hereby sending my updated resume.
it would be a great opportunity for me as the job is of my passion and of course don't want to miss it.
hope you have noticed that i am a fresher by experience and the opportunity is applicable to me.
as suggested, i am hereby sending my updated resume.







",1
95,"i would like to thank you again for taking the time to meet with me last week.
it was great to meet
the team and learn more about the money counter position, and i appreciate the offer to join
your team.
although i am very grateful for this opportunity and would be very excited to join your company,
unfortunately i have to decline your offer, as the salary does not meet my needs.
according to my
research, the typical salary range for someone in this position is between $50,000 and $70,000.
if you feel that you would be willing to accommodate my salary requirements, i would greatly
appreciate it and would love the opportunity to work with your company.
again, thank you for your time and support ",0
140,"i'm an experienced and hands on us recruiting professional with 15 yrs of
experience.
have recruited candidate for clients like vmware,cisco,bank of the
west,hbg,sap,lending point, fidelity,etc.
please review my resume and advise.
looking forward to hearing from you.







",1
330,"hope all is well and thank you for reaching out.
i would like to discuss further on the opportunity and hereby attaching my updated cv for your review.
let me know the best time to reach you.







",1
72,"thank you so much for your oﬀer, and for the me you have invested in talking to me.
i regret to inform you that i have we
received
oﬀer from
have decided to accept that one
instead.
if you’d like to talk through the oﬀer further,
please
don’t your
hesitate
to call me.",0
98,"thank you so much for the offer to work as a Ophthalmologist at Fitzgerald, Mcbride and Lee.
i very much appreciate your time and consideration, and your effort in
answering my questions and helping me navigate the application process.
i was very happy to meet you and Dean Guzman on
February 17, 1985.
while working with you as Fitzgerald, Mcbride and Lee sounds like a tremendous
opportunity, i have decided to take a different position.
i’ve enjoyed getting to know you and everyone at Fitzgerald, Mcbride and Lee, and hope
we have the chance to meet in the future.
again, thank you for your
consideration and the generous offer.
i wish you all the best.",0
26,"thank you very much for offering me the opportunity to work at Cooper Inc as Architectural technologist.
after much deliberation, i will not be accepting the position, as it isn’t the right fit for my long-term career goals.
i sincerely appreciate the offer and give you my best wishes in finding a suitable candidate for the position.
i wish you and the
company well in all future endeavours.",0
124,"i am sending you my resume for the position of devops/build & release
engineer.
kindly find the attachment and consider my profile for this
position.







",1
300,"i'm glad to hear a reply from you, i've seen about the company and the
roles you are looking for in naukari and  i believe that my role would
definitely fit in your company.
also i'm willing to work along with your company for this data scientist
position.
please do let me know the process and i'm looking forward to work
in your esteemed organization.







",1
50,"it is with great pleasure that i accept your offer letter as Early years teacher at Whitehead-Hodges.
i am looking forward to work under Kaitlyn Reeves and hope to meet the goals
outlined with the position.
as we discussed, my annual salary will be $15680, and other benefits will commence after a
month of my employment.
as we agreed, my joining date will be December 20, 2018.
i also understand that i will receive full salary and benefits during the 01 month training
program and that i am considered probationary during that time.
during the provision period my notice period will be 1 month and later on it will be upgraded to 3 months.
thank you for making the interview process enjoyable.
please do let me know if i can do anything in advance of my start date to facilitate the paperwork.
i look forward to work with you and the Whitehead-Hodges team.
i will report to work on December 20, 2018.
in the meantime, feel free to call me at +1-644-622-2022x37538.",1
205,"
hello sir, i got your mail regarding position of ai engineer.

please help
me through the further processing requirements.







",1
275,"             i found your mail from one of my colleague, so i am sending my
resume to you, please forward it for further process.







",1
314,"hope you are doing well.
one of my friend shared the below email and just want to know what package
you are offering for 12 plus years of experience recruiter.







",1
230,"hope you are doing well,
i am looking for job in devops.
please let me know if there is any opening for below requirements:
i am devops engineer having 3 years of experience in software engineering.
good knowledge of devops, aws, continuous integration and delivery like
jenkins, configuration management like ansible, docker, yml.
also having
experience in managing production env in aws and all the deployment
activities.
if there is position for above requirement, then please refer my attached
resume.







",1
39,"i would like to thank you for offering me the position of Education administrator with your company.
after considering your proposal i am very pleased to be able to accept it.
i look forward to starting work on September 05, 1991 and meeting my new work colleagues.
if you require any further documents from me then please let me know.",1
74,"thank you for your offer for the post of an administrative assistant as a result of my last
interview.
however, i regret to accept your offer currently due to unavoidable reasons.
i will be
very much thankful if you accept my regret letter.",0
318,"i am interested for this position
please find the attached resume
revert back if you find my profile suitable.







",1
73,"thank you for sending me a job offer email for the position of Phytotherapist.
i am very grateful for the time you spent considering me.
i was delighted in receiving your offer because your company left a great impression on me.
after thorough consideration, i decided to decline your offer.
unfortunately, something completely unexpected happened, and i cannot accept your proposition.
i hope Foster, Bailey and Barrera will progress forward and achieve great successes in the future.",0
117,"thank you again for oﬀering me the opportunity to
work at Jones-Lopez.
as i told you over the phone i regret that i must
decline the job oﬀer.
after considerable thought i
have determined that the position is not the best fit
for me at this time.
i enjoyed meeting you and learning about your
company and i wish you every success in the
future.",0
18,"i am
pleased to accept this oﬀer and look forward to
starting employment with your company on
June 12, 1986.
as we discussed my starting salary will be $19566
and health and life insurance benefits will be
provided after 46 days of employment.",1
42,"i want to thank you very much for offering me the role
of International aid/development worker at Travis, Johnson and Nelson.
i appreciate that you
interviewed a number of candidates and will have
spent much time reaching your decision.
i was very impressed by Travis, Johnson and Nelson, which
made my decision a difficult one.
after careful
consideration, however, i have taken the decision to
decline your offer of employment.
the reason is that i
have been offered a different role at a more senior
level, and with a greater opportunity to develop
management skills.
i enjoyed meeting you and your colleagues, who were
friendly and professional throughout.
i would like to
wish you and your company the very best for the
future and i thank you again for your time.",0
337,"please find attached cv herewith.
i am interested to go for this position
(office administrator)

waiting for your positive response.







",1
332,"thanks for your email.i am interested in this position.
please find the
attached resume.
kindly let me know if there is any open position.







",1
121,"thank you very much for offering me the Nutritional therapist.
after careful consideration, i
regret that i must decline your offer.
although you were most encouraging in
outlining future advancement possibilities within Woods, Sweeney and Taylor, i have
accepted another opportunity that is more in line with my skills and career goals.
i enjoyed meeting you and the rest of your team.",0
222,"
if you sign up for facebook, you'll be able to stay connected with friends by seeing their photos and videos, staying up to date with their latest status updates, exchanging messages and more.







",1
69,"based on hr’s response, i am withdrawing my application to work at your company.",0
213,"   -
   - greetings for the day !!!
-
   - i have good working knowledge and professional experience in
   appliedai/machinelearning/deeplearning/data science  with  mathematical and
   statistical skills .
please take a moment to go through  details that are
   mentioned in the attached resume.
-
      -
      it would be a sincere pleasure to hear back from you soon to discuss
   any exciting opportunity.
9916112881










",1
89,"thank you very much for offering me the position of Accountant at Jackson, Young and Jones

after a lot of consideration, i have decided unfortunately not to accept the offer.
i really
appreciate the time you have taken to meet with me over the course of our interviews last week
and this week, and i apologise that i am no longer in a position to accept the role.",0
96,"thank you so much for the offer for the role of junior alien hunter.
i really appreciate you taking
the time to consider me and for answering my questions about the company and the position.
while this role is a great opportunity, i have decided to pursue another position that will offer me
more opportunities to achieve my ultimate career goals.
it has been a pleasure getting to know you, and i hope that we cross paths in the future.",0
105,"although you have been most encouraging in outlining
future development prospects inside King, Barton and King, i have accepted one other alternative
that’s extra in step with my abilities and profession objectives.
i loved assembly you and the remainder of your group.
you have been most type and gracious
all through the interview course of, and i solely want that circumstances allowed me to settle
for your provide.",0
116,"while i understand the position and your company
oﬀer a great deal to a prospective employee, i have
had another oﬀer which i believe more closely
matches what i am looking for.
therefore, after
giving it much careful thought, i must decline your
oﬀer.",0
324,"
respected sir,i am very glad to hear response from you as i am searching the job in the mentioned domains.

it would be a great opportunity for me as the job is of my passion and of course don't want to miss it.
hope you have noticed that i am a fresher by experience and the opportunity is applicable to me.
as suggested, i am hereby sending my updated resume.







",1
126,"this is in response to the job opportunity mail i had received.
i work as a data scientist in infosys center for emerging technology
solutions(icets) where advance technology projects are incubated.
i am
responsible for building ai, ml and analytical components for different
verticals of industry using classical and modern deep learning algorithms.
my core expertise are on r and python.
i have hand s on experience in
computer vision , nlp and deep learning.
also pfa for my updated resume.
if you need any further details please let
me know.







",1
84,"with all my sincere respect, i am writing this letter to thank you for selecting me for the
post of assistant manager.
due to the convenience issue unfortunately i am unable to join the office.",0
6,"thank you for sending me a job offer email for the position of Civil Service administrator.
i am very grateful for the time you spent considering me.
i was delighted in receiving your offer because your company left a great impression on me.
after thorough consideration, i decided to decline your offer.
unfortunately, something completely unexpected happened, and i cannot accept your proposition.
i hope Quinn-Ramos will progress forward and achieve great successes in the future.",0
0,"hello,

The job description you sent seems interesting. If the offer still stands
I would like to interview for it.",1
1,"Greetings,

The job seems to fit my profile but compared to my current
employment it looks like more of the same for me. I'm not interested
in a lateral move but if anything should come up in the future be
sure to keep me in mind.",0
2,"Hello, hope you are well.

The position you are offering is something I would definitely consider.
I hope to be considered for an interview and find out if
the company and I are as good a fit as I suspect we will be. 
",1
3,"Greetings,

The job position would be great for me if only I could choose my own work location.
Due to personal reasons I currently cannot be away too ofter or for too long. 

Does the job offer remote work options?
Is it possible to take sick days/personal days?

Regards

",0
4,"Hello,

The job position looks great but I would like to ask a few questions.

1) Are there options for relocation?
2) Is work-from-home allowed? If not always, on occasions? 
3) Are there allowances for religious holidays? ",0
5,"Hi!

I am interested and would love to follow up on the offer.",1
6,"Hello,

Regarding the job position, I would be interested in interviewing for this role 
as it matches my profile and I believe my strengths can be put to good use.

Regards.",1
7,"Hi,

I'm really interested in this job offer but the timing isn't great.
If it would be at all possible to maybe start in 3 months from now I would
really like to interview for this position. If that is not possible then I
sincerely hope you can keep me in mind for something else that might open up
later on. ",0
8,"Hi,

The position matches my profile and the location 
is ideal. Unfortunately it does not meet my current
financial requirements. If the salary is not negotiable 
then I cannot accept. ",0
9,"Hi,

The job description mentions a training period. For how long is this period? What
sort of projects will I be working on? 

Regards.",0
10,"Hi,

I've read the job position and it looks interesting but I have a few doubts. 
Does this position allow for remote work?
Will there be a lot of travel?
Does it provide certification courses?

I would love to get an answer to these question.",0
11,"Hello,

The job position looks great but it seems that the contract if only for a few months.
Would it be possible to get an extension or a permanent contract after the time ends?

regards.",0
12,"Hello,

The information I've received looks great but I have a few questions.

Would I be able to pick my work location? If not immediately, what are the odds
of being granted a transfer?

What does the career path look like for someone with my skills? 

I look forward to hearing back. Regards.",0
13,"Greetings,

The job position looks interesting but I don't think I would
be able to work for this company due to ethical reasons. I'm a big
belieber in green energy and I would rather not support the oil industry.

If any position opens up for companies working towards a greener future I would
love to hear about them.",0
14,"Greetings,

The job opportunity looks great and I would normally jump at it but at
this time it would be difficult to make the change. I would love
to hear about other openings in the future if you would consider me again. ",0
15,"Hello,

I appreciate the consideration you have given me but I must decline. 
Best of luck on your search.

",0
16,"Hello,

The job requirements do fit my profile but I'm not that sure I
would like to make the change. My current job is about the same
and I was more interested in changing my field to Machine Learning
rather than staying were I am. If you have any positions related to
this I would love to be considered. My profile has been updated
with the skills I've been acquiring to make this move.

I hope I can hear from you again if something else opens up. ",0
17,"Hello,

I read the description and I really liked it. Please consider me
for an interview at your soonest convenience. ",1
18,"Hello,

I'm not interested in this position but if you have any openings for a more senior role 
I would definitely like to hear about it. ",0
19,"Good Morning,

Sorry for the late response but I've been very busy lately. I would
certainly like to be considered for the job.",1
20,"Hi,

Regarding the job opening, I don't think it would be a great fit for me at this time.
I'm still getting familiar with some of the requirements but perhaps in the future.

Regards.
",0
21,"Hi,

The description for the position looks great. I would be interested
in learning more about it and perhaps interviewing for it.",1
22,"Greetings, 

I've read through the job description and find that
it matches my profile perfectly. I would love to try to
interview for it if it is still available. I would also
be interested in any other such positions should I not be chosen
but something comes up in the future.

Regards.",1
23,"Hello,

The ML position looks good but I was wondering if the work was more
theoretical or practical? I've done my share of research but would really 
like to apply my knowledge to solve some domain specific problems. Will these
opportunities be available? ",0
24,"Greetings,

I saw the description for the job you sent me and I think it could be
a good change for me. It's a bit different from my usual roles but
I'm certainly up to the challenge. 

Regards. 
",1
25,"Hello,

Regarding the job profile, my expertise are not exactly what are being asked
but they are very related. Competing technologies in fact. I'm a quick learner
and if the company can provide training I can quickly get up to speed.

I would love to hear back with any details regarding this position.",0
26,"Hi,

Tho position mentions the need for 5+ years of experience in Java. Does the job require
server side java or will there be a lot of desktop application development? My
experience has been mainly towards mobile/web. On server side I've mainly worked with Go.

Is there freedom to choose the technologies we work with? ",0
27,"Hello,

Thank you very much for the information. If only I had known sooner but unfortunately
I just started a new project and I cannot go back on that commitment. I hope I can
be considered for future opportunities once I become available again. 

Regards. ",0
28,"Hi,

The job description looks great but unfortunately
due to personal reasons I can't make the move at this time.
Perhaps some time in the future I will be available so I would still
like to be considered for a future position. I can also refer some 
colleagues who would be interested in this position if you'd like.",0
