payload,sentiment
"thank you very much for offering me the position of Pathologist with Brown, Hawkins and Chen. it was a difficult decision to make, but, i have accepted a position
with another company.
i sincerely appreciate you taking the time to interview me and to share information on the opportunity and your company.",0
"thank you very much for offering me the position of customer service manager with Davidson-Shaffer
while i understand the position and your company offer a great deal to a prospective
starting a home business employee, i have had another offer which i believe more closely matches what i am
looking for.
therefore, after giving it much careful thought, i must decline your offer.
thank you for your time and effort.
i wish you and your company well.",0
"thank you again for offering me the opportunity to work at Powell PLC.
as i told you over the phone i regret that i must decline the job offer.
after considerable thought i have determined that the position is not the best fit for me at this time.
i enjoyed meeting you and learning about your company and i wish you every success in
the future.",0
"this was such a difficult decision for me to make.
i spent a long time
meditating on the opportunity that you put in front of me.
it is such a
great one.
but after a lot of consideration on my career path, i’ve
chosen another route.
i want to thank you for all the time you and the
team put forth.
and i hope we can stay connected and speak about
future job opportunities that may come up later down the road.
thank so much for everything,
",0
"thank you very much indeed with the effort you are making to give the fresh informations.
that very helpful, i appreciate this kindness from your side.",1
"i'm an experienced and hands on us recruiting professional with 15 yrs of
experience.
have recruited candidate for clients like vmware,cisco,bank of the
west,hbg,sap,lending point, fidelity,etc.
please review my resume and advise.
looking forward to hearing from you.







",1
"thank you very much for offering me the opportunity to work at Norris, Wilson and Kelley as Clinical embryologist.
after much deliberation, i will not be accepting the position, as it isn’t the right fit for my long-term career goals.
i sincerely appreciate the offer and give you my best wishes in finding a suitable candidate for the position.
i wish you and the company well in all future endeavours.",0
"first, i want to thank you for the offer to work for Martinez PLC as a Plant breeder/geneticist
i was excited about the chance to join the team there, but something unexpected came up, and i
won’t be able to go forward with the job as planned.
i wish i didn’t have to back out like this.
i want to stay connected via linkedin, and i hope we
cross paths again in the future.",0
"i would like to take a moment to thank you for extending me an offer for the Community development worker within Morales Group and i am grateful you entrusted me with being suitable and
experienced for the aforementioned position.
i was looking forward to becoming part of the aetna health insurance family however after careful thought
and consideration for the role, salary, responsibilities, and the company; i have come to the decision to
decline the job offer presented to me.
your company has a bright future ahead, but i cannot accept the
position due to the total commute time i would have (approximately 37 hours total each day).
i truly appreciate taking the time to have met with you and all interviewers during this process.
i am
immensely grateful to have received this opportunity to join your team and thank you for your time and
support throughout this process.
i hope to work together in the future should the opportunity become
available.",0
"thank you so much for the offer to work as a Ophthalmologist at Fitzgerald, Mcbride and Lee.
i very much appreciate your time and consideration, and your effort in
answering my questions and helping me navigate the application process.
i was very happy to meet you and Dean Guzman on
February 17, 1985.
while working with you as Fitzgerald, Mcbride and Lee sounds like a tremendous
opportunity, i have decided to take a different position.
i’ve enjoyed getting to know you and everyone at Fitzgerald, Mcbride and Lee, and hope
we have the chance to meet in the future.
again, thank you for your
consideration and the generous offer.
i wish you all the best.",0
"with all my sincere respect, i am writing this letter to thank you for selecting me for the
post of assistant manager.
due to the convenience issue unfortunately i am unable to join the office.",0
"kindly find my resume attached with this email.







",1
"this letter is in regards to the Investment banker at Taylor, Lambert and Haley.
i would like to take this time to thank you for the opportunity to apply and for the job offer.
i am afraid i will have to decline this offer for a couple of reasons.
i’ve been offered another position at a nearby store that will pay more and work with me on my busy schedule, so i can be more flexible with the hours i work.
i’d like to thank you again for the opportunity to work at costlow general stores and wish you well with your business.",0
"thank you very much for offering me the opportunity to work at Cooper Inc as Architectural technologist.
after much deliberation, i will not be accepting the position, as it isn’t the right fit for my long-term career goals.
i sincerely appreciate the offer and give you my best wishes in finding a suitable candidate for the position.
i wish you and the
company well in all future endeavours.",0
"thank you for offering me the position of financial analyst at Lozano-Carlson.
i was delighted to meet
you and learn more about the company.
although i verbally agreed to accept the position, i have given it a lot of thought and decided to turn
down the post.
i believe it is in my, and your company’s, best interests.
ultimately, i elected to take on a
position at a firm where i believe my skills and experience are a better fit. i truly apologise for any
inconvenience i have caused.
i was impressed with Lozano-Carlson during the interview, and continue to be at this time.
wishing you
all the best in the future and hope to still see you in attendance at the snow terrace financial conference
in june.",0
"pfa my profile for the position of data scientist.







",1
"
please find my attached resume .itâd be very kind to hear back from your
end  if thereâs any open position which can suit my current skills,
capabilities and experience.







",1
"thank you again for oﬀering me the opportunity to
work at Jones-Lopez.
as i told you over the phone i regret that i must
decline the job oﬀer.
after considerable thought i
have determined that the position is not the best fit
for me at this time.
i enjoyed meeting you and learning about your
company and i wish you every success in the
future.",0
"new device signed in to


india-jobs@sibatel.com
your google account was just signed in to from a new apple iphone device.
you're getting this email to make sure it was you.
check activity
you received this email to let you know about important changes to your
google account and services.
â© 2019 google llc, 1600 amphitheatre parkway, mountain view, ca 94043, usa







",1
"please find attached my detailed profile for us it recruiter.
i have about 20 yrs of experience in service delivery and sourcing.
largely, i have worked on profile screening, interviewing, skill gap analysis, upskilling programs also, in my capacity management roles in genpact and microsoft.
with location being a challenge due to personal commitments, i am exploring an appropriate role to contribute remotely.
let me know if my profile fits into your team.







",1
"with reference to the mail below please find my updated resume attached.







",1
"thank you so much for the offer to join Hopkins-Schultz in the Nurse role.
i was excited about the opportunity to work with the team there.
unfortunately, something unexpected came up, and i am unable to go forward with the job as previously planned.
i would love to stay in touch via linkedin, and i hope our paths cross again in the future.",0
"i would like to thank you again for offering me the position of sales associate at ghb
company.
i genuinely appreciate the time you spent with me and your consideration for
the position.
i have spent some time reconsidering your job offer and i have concluded that this job is
not the best fit for my skills and experience.
i believe it is in the best interests of both
myself and the company to turn down the job offer.
i am very sorry for any
inconvenience that this may cause.
i enjoyed learning more about your company and i wish you and your sta much
success in the future.",0
"i am writing this letter to thank you for considering me appropriate for the job position of system analyst in srmb consultancy.
i
am fortunate enough to get a job offer in your company and eager to work and improve with your organization in the coming years.
as it was discussed during interview my yearly salary will be $25000 with other allowances.
there will be a training of 30 days at my
joining so that i get to know the work procedure and other system operations of the organization.
i will be able to join your group
on 25th august, 2014. if any paperwork or personal evaluation is needed to be done before my joining, you can please call me on
7897979890.
i am hopeful to make sincere contribution to your company in future and assure you to work to the best of my capabilities.
thank
you once again for showing con dence in me and considering me eligible enough for the position.",1
"please find attached cv herewith.
i am interested to go for this position
(office administrator)

waiting for your positive response.







",1
"first, i want to thank you for the offer to work for Montgomery PLC as a Barrister's clerk.
i was excited about the chance to join the team there, but something unexpected came up, and i
won’t be able to go forward with the job as planned.
i wish i didn’t have to back out like this.
i want to stay connected via linkedin, and i hope we cross paths again in the future.",0
"i am so obliged for having been offered the position of Merchant navy officer at your company.
however, i find that i must decline the offer
in light of some reasons that have come up on my end.",0
"i am very happy to accept your offer to join the first family practice team as your new Personal assistant.
i understand that my supervisor in this new position will be Lisa Russo.
i am very excited about this
opportunity, and i feel quite privileged to be your choice to fill this position.
my official start date in this new position will be October 11, 1996. as previously discussed, my annual salary
will begin at $18521 per year, and i will begin receiving medical and dental benefits after the first 59 days of
my employment.
thank you very much for all your help in making the interviewing and hiring process as seamless as possible.
this is an exciting new opportunity, and i feel that my skills and personality will mesh perfectly with those of
your current team.
i will be giving my all to the first family practice team in this new position.
if you have any questions between now and the date that i begin in this position, please do not hesitate to
contact me.
i can be reached by telephone at +1-372-771-0649 or via email at aodonnell@yahoo.com i will be happy to answer
any questions you may have.
thank you once again for making me a part of your team!",1
"i’d like to thank you very much for offering me the position of Equities trader with Brown-Landry.
after much consideration, i have decided to accept a position with another company.
i sincerely appreciate you taking the time to interview me and for offering me this role.
i wish you all the best in finding someone suitable for the position.",0
"i am interested in the opportunity.
i got to know about this through my
naukri profile.
please find attached my resume.







",1
"i was keenly interested in reading the job posting for the position data
science.
i believe my experience is a strong match for the responsibilities
pertaining to this role, and iâm pleased to submit my application for the
position.
i have 4.6 years of experience in machine learning and data science,

my resume is attached.
if i can provide you with any further information on
my background and qualifications, please let me know.
i look forward to hearing from you.







",1
"kindly find the attached resume for your reference.
i'm skilled in machine learning, computer vision, deep learning, edge
computing, it automation, python.







",1
"

in todayâs highly competitive world and fast-paced market, organizations
need strong and aggressive leadership to meet ever-changing business
development goals iâd like to give you a quick overview of my ability.
my background *includes 20+ years of hands on experience in hr squadron in
the indian air force; my strength is to **take responsibilities of
leadership, independent decisions and accomplish effective follow ups till
completion of the task.
*



the accompanying resume should serve to give you an idea of not only my
past achievements but also my potential for making a significant
contribution to your company.







",1
"i would like to take a moment to thank you for extending me an offer for the Conference centre manager within Williams and Sons.
after careful thought and consideration for the role, salary, responsibilities, and the company; i have come to the decision to decline the job offer presented to me.
your company has a bright future ahead, however i have accepted another position that is within a more commutable distance from my home.
i appreciate taking the time to have met with you and all interviewers.
i am truly grateful to have received this opportunity to join your team and thank you for your time and support throughout this process.",0
"thanks for reaching out regarding this opportunity, i am interested in this
position and i see a crossover of skills and  experience, looking to take
this forward.
please find my resume attached.







",1
"thank you so much for your oﬀer, and for the me you have invested in talking to me.
i regret to inform you that i have we
received
oﬀer from
have decided to accept that one
instead.
if you’d like to talk through the oﬀer further,
please
don’t your
hesitate
to call me.",0
"this is with reference to your job offer that you placed for the position of Commercial horticulturist.
after careful consideration of my
responsibilities and the kind of role i need to perform, i would like to rescind my acceptance for the said post.
i understand that i would miss the opportunity of working with a reputed company, backed with friendly and warm colleagues, but i have a
better offer as Commercial horticulturist in a small company.
it was a tough call making the decision as the reputation your company has is
incomparable.
i hope i should not regret my decision in the near future.",0
"i am pleased to confirm my acceptance of your offer and look forward to reporting to work on the
July 07, 1983. i am aware that as a fresher my base salary will be $12453/- per month, with
added incentives based on the quality of my work.",1
"hope you are doing well.
this is regarding the vacancy for the profile of front end developer for
which am sharing my resume with you.
please find attached to this email a copy of my cv that details my past
experience.
looking forward to a prompt and positive revert from your end.







",1
"while i extremely
appreciative for having been offered the role, i believe i will have to decline the same.
while the package you have offered me
is extremely generous, i have accepted a position at another company which better fits the role i was looking out for.",0
"

thank you for reaching out to me.
i am interested in the position.
please
find the attached resume (subhas.pdf).
below are some of my works you might find interesting.
ai headcount
-
a demo video on one of my full-stack ai applications.
personal chatbot development.







",1
"thank you so much for offering me the position of marketing manager at Gonzalez-Johnson.
it has been a
pleasure speaking with you and learning more about your company.
unfortunately, after giving a great deal of thought to this career opportunity, i have decided that it is in my
best interest, as well as the company’s, to turn down your gracious job offer.
i have recently decided to
accept another position that i believe is a better fit for my abilities and skill set.
i am truly sorry for any inconvenience this decision may cause.
i continue to be impressed with Gonzalez-Johnson growth and standing in the marketplace.
i wish you all the best in your future endeavors.
i hope to see you at the upcoming marketing conference
in june.",0
"pfa my resume.







",1
"i want to thank you for all the time that you’ve spent with me.
meeting you and your team to speak about Lewis-Johnson was an
absolute pleasure.
i really hold all of you in high regard.
at this time, i’ve decided that another opportunity is a better option for
me and my career path.
i want you to know this was a very difficult
decision.
i hope we can stay in touch and speak about future job opportunities.",0
"                i have gone through the naukri job posting and mail you
have sent to me.
i found that the required skill set is in high coherence
with mine.
i am looking forward to connect with you.
i extensively work on video analytics, volumetric data rgbd (medical
imaging)  right form object detection (yolo v3, retinanet) to sota
segmentation modeling (3d u-net, v-net) along with a project of facial
recognition of employees.
i also worked on recommendation systems at
reliance jio (jio tv and jio movies).
i also have proficiency in python and
deep learning libs (tensorflow, keras) along with other necessary tools
(tensorrt, tensorflow serving, opencv).
finally, i request you to please go through my cv and
github repositories(embedded in my cv).







",1
"i am interested in this position advetised in naukri.
my resume is enclosed
for your review.
given my close experience and excellent capabilities, i
would appreciate your consideration for this job.
my work experience and
duties are an ideal match for this position and cover all job requirements.







",1
"thank you very much for offering me the Nutritional therapist.
after careful consideration, i
regret that i must decline your offer.
although you were most encouraging in
outlining future advancement possibilities within Woods, Sweeney and Taylor, i have
accepted another opportunity that is more in line with my skills and career goals.
i enjoyed meeting you and the rest of your team.",0
"please find the attached resume.







",1
"i hope you’re doing well.
unfortunately, i have decided to pursue another opportunity rather than accepting this offer.
i appreciate the time you and your team spent meeting with me and putting together this offer, and i wish you luck in finding
the right person for the job.",0
"thank you very much for offering me the position of Accountant at Jackson, Young and Jones

after a lot of consideration, i have decided unfortunately not to accept the offer.
i really
appreciate the time you have taken to meet with me over the course of our interviews last week
and this week, and i apologise that i am no longer in a position to accept the role.",0
"while accepting the position i was certain that i fit the criteria for the said role.
however, after some research and findings, i need to rescind my acceptance of your generous job offer.
while i hold you, your team, and
Dominguez, Olson and Allen in the highest regard, i am not in a position at this time to accept your offer.
i want to wish you and Dominguez, Olson and Allen the best continued success.
thank you again, Jennifer Lee, for all your time and efforts.
perhaps our paths will cross again someday.",0
"thank you very much for offering me the position of Runner at Pennington-Pearson.
unfortunately, i have decided not to accept the
position, as it isn’t the right fit for me at this time.
i truly appreciate the offer and your consideration.
thank you again for your time and i wish you all the best in finding
someone suitable for the position.",0
"many thanks for your call yesterday afternoon offering me the role of operations manager, which i was thrilled to receive.
could you please let me know when you would need confirmation of my acceptance?
i would like to do a little more research and set up a meeting with my potential line manager to cover a few points prior to accepting.
i am free most days this week after 5pm if that might be convenient?
once again, many thanks for the opportunity and i look forward to progressing with this soon.",1
"thank you very much for offering me the position of Commercial/residential surveyor  at Richardson LLC, following our final
interview earlier this week.
after a lot of consideration, i have decided, with regret, not to accept the offer.
due to personal
reasons, unfortunately i am no longer in a position to accept the role.
i really appreciate the time that you have taken to meet with me over the course of our
interviews last week and this week.",0
"data scientist job via naukari.com.
i am a self learner person and can
learn any tool if organisation needs it.
i am more than happy to work for
i am  attaching my updated resume in this email, kindly check it.
i am
expecting further communication from you in the near future.
-aniket patil
+91-9167179741







",1
"thank you for giving me this great job offer.
i am deeply grateful for the
opportunity that you have given to me to work for your company.
i am so sorry that i will have to decline the offer.
few hours before i got your email, i was informed that my aunt was admitted to
a hospital in another state.
she was just diagnosed with cancer.
my presence and
resources are needed immediately at the hospital because i am the only relative
she has.
i was informed that she may be on admission for the next three
months.
i apologize for this unfortunate situation, and also for any inconvenience that my
decision may have caused the company.
thank you again for the job offer, i do not take your faith in me for granted.",0
"i was excited to get the opportunity to work in a
team here.
unfortunately, during the hiring process, i’ve got a job offer from another company.
after
a long weighing of all the advantages and disadvantages, i’ve decided to decline job offer
you made.
i believe that the other position is a better fit for my skills, values and career opportunities.
i am sorry for any inconvenience my decision may cause.
i continue to be impressed with
Goodwin-Thomas approach and all the people i’ve got a chance to meet.
i wish you all the best and everlasting growth.
i hope to keep in touch and will
recommend Goodwin-Thomas to all my skilled friends.",0
"thank you for your offer for the post of an administrative assistant as a result of my last
interview.
however, i regret to accept your offer currently due to unavoidable reasons.
i will be
very much thankful if you accept my regret letter.",0
"following our recent conversation, i wanted to thank you for offering me the position of sales assistant with your
company.
i was very impressed by the company and your team.
however, it is with regret that i have made the difficult decision to decline the offer.
unfortunately, after further discussion with my prospective manager, i feel that the role doesn’t offer the progression
opportunities i am looking for.
thank you again for this opportunity and i wish you all the best in the future.
i am afraid that after further consideration, i have decided to decline the offer.
although i was very keen on this role, i have since been offered another job which is a closer fit to my career aspirations.
thank you again for this opportunity and i wish you all the best in the future.",0
"i am interested in the position for devops/build & release engineer,
sending yu my updated resume.
looking forward to hear from you.







",1
"unfortunately, i am going to need to withdraw my employment.
i
apologize for this inconvenience and i realize this puts the company
in a challenging position to make a replacement.
i wouldn’t have made
this choice unless it was for serious reasons.
i hope this doesn’t diminish the opportunity for us to work together in
the future.",0
"please accept this letter as confirmation of my resignation from the position of Community arts worker
at Wright Inc, effective from one month from today’s date, January 15, 1984.
i am very thankful for the opportunities, guidance and ongoing support you have provided me.
thank you again, and i wish you and Wright Inc all the best for the future.",0
"thank you for offering me the position of sales associate with the regency company, llc.
after a great deal of reflection, i have decided to accept a position with another company.
i enjoyed speaking with you, and i appreciate the time you took to share information about
this opportunity.
i admire the work that your team is doing, and i hope to find a way to be
involved in your work in the future, even though the timing did not work out this time.",0
"i am writing to formally accept your offer of Technical author at Combs Group.
i am very grateful
for the opportunity, and delighted to be joining the company.
thank you very much for the opportunity.",1
"thank you so much for offering me the Nature conservation officer position.
after carefully considering
the compensation package outlined in your offer, i must regretfully decline.
the
salary does not meet the financial requirements of my current situation.
it was a pleasure meeting you and learning about your company.
i wish you
continued success and hope we will have the opportunity to work together in the
future.",0
"after much deliberation, i regret to inform you that i will be unable to accept your offer.
please know
that my decision was a difficult one, as i was impressed with the opportunity presented.
i wish you the best in your recruiting efforts for the position.
perhaps our paths will cross in the future.",0
"i’m writing to express my gratitude at Young, Reed and Salinas’s job offer for the position of
Diagnostic radiographer.
i am pleased to inform you that i will be accepting the opportunity – i look
forward to growing alongside you and the team.",1
"thank you so much for the offer to join Brown, Flowers and Charles in the Legal executive role.
i was excited
about the opportunity to work with the team there.
unfortunately, something unexpected came up, and i am unable to go forward with the job as
previously planned.
i would love to stay in touch via linkedin, and i hope our paths cross again in the future.",0
"i am writing this email to enquire as to whether you have any
vacancies for *devops
engineer/asp.net present time.
i was working as a *software developer *in  *programming tree*, having 2.2
yrs of experience.
looking up for the role of * devops engineer* or  *asp.net

i am attaching my resume for your reference.
request you to go through it
and let me know about the vacancy.







",1
"please find my cv for devops/build & release engineer position in us.







",1
"i have gone through the job detail.
i am attaching my resume for your
reference.







",1
"i am very much interested for this position.
please find the attached
resume.







",1
"   -
   - greetings for the day !!!
-
   - i have good working knowledge and professional experience in
   appliedai/machinelearning/deeplearning/data science  with  mathematical and
   statistical skills .
please take a moment to go through  details that are
   mentioned in the attached resume.
-
      -
      it would be a sincere pleasure to hear back from you soon to discuss
   any exciting opportunity.
9916112881










",1
"i wanted to follow up regarding the Senior tax professional/tax inspector position.
thank you very much for the opportunity.
however, i was offered another opportunity that i feel is a slightly better fit for my
career goals, and i’ve decided to accept it instead.
this was not an easy decision, and i hope you and your team are successful in finding the right person for your role.",0
"am interested for this position


i am forwarding my cv and expecting an interview schedule.
so, could you please consider my cv and give an opportunity to work along
with like you people.







",1
"i am interested with this opportunity.
please process further and let me know if there anything  i need to do.







",1
"reply to your mail , here i attached my latest updated profile.
please find
this.







",1
"thanks so much for offering me the position of Museum/gallery exhibitions officer at Henderson-Lane.
it was a
pleasure meeting you.
unfortunately, after a great deal of thought, i have decided to turn down this
gracious job opportunity.
i am truly sorry for any inconvenience this decision may
cause and hope it will not affect any future relationships with your company.
i wish you continued success and hope to hear from you in the future.",0
"thank you so much for considering me for the position of Primary school teacher.
after careful
consideration, i’ve decided to pursue a position with another company that’s more in
line with my current career path and personal goals.
it was a true pleasure to learn more about the excellent work you do at Aguilar, Richardson and Harris.
i appreciate the time and consideration you gave my application and wish you success
in your efforts to find the perfect candidate.
i look forward to hearing from you in the future.
if there are any questions you have
for me, please let me know.",0
"                          this is sujan.
here i am sending my resume along
with this mail.kindly check it.
i ready to work  on the front end
technologies like object oriented javascript, angularjs, nodejs.
and i
have knowledge in java, j2ee, spring, hibernate, ejb, jpa, jms, soap and
rest.







",1
"i would like to apply for the account manager role in your company.







",1
"i want to thank you very much for offering me the role
of International aid/development worker at Travis, Johnson and Nelson.
i appreciate that you
interviewed a number of candidates and will have
spent much time reaching your decision.
i was very impressed by Travis, Johnson and Nelson, which
made my decision a difficult one.
after careful
consideration, however, i have taken the decision to
decline your offer of employment.
the reason is that i
have been offered a different role at a more senior
level, and with a greater opportunity to develop
management skills.
i enjoyed meeting you and your colleagues, who were
friendly and professional throughout.
i would like to
wish you and your company the very best for the
future and i thank you again for your time.",0
"thank you for offering me the position of Insurance claims handler with Young and Sons.
i appreciate your
interest in hiring me.
unfortunately, i have decided to accept a position with another
company that is a better match for my current goals.

again, i appreciate the offer and your careful consideration.
i wish you and your
company continued success in all endeavors.",0
"i'm glad to hear a reply from you, i've seen about the company and the
roles you are looking for in naukari and  i believe that my role would
definitely fit in your company.
also i'm willing to work along with your company for this data scientist
position.
please do let me know the process and i'm looking forward to work
in your esteemed organization.







",1
"i hope all is well.

i wanted to follow up regarding the Mechanical engineer position, as i’ve come to a decision.
unfortunately, i have decided to pursue a different opportunity and must decline this offer.
i wish you luck in finding the right person for this role, and i appreciate the time and effort that you spent interviewing me and
extending me this offer.
thank you very much for the opportunity.",0
"thank you so much again offering me the social media coordinator position.
i’m very excited about the role and looking forward to being part of the team at xyz company.
one quick question: when can i expect to receive the offer letter?
i’d love to review it and understand the timeline by which i must make my decision.
i look forward to hearing from you soon.",1
"i wanted to thank you again for your letter offering me Landscape architect at Miranda-Payne.
i appreciate the time you and the rest of the name of company team spent with me outlining this opportunity.
while i certainly recognize the benefits of working at name of company, after thoughtful consideration i regretfully decline this offer.
as we discussed, reason for declining i am choosing not to accept your offer at this time.
i hope our paths will cross again in the near future, and wish you and name of company continued success.
thank you again for your time and consideration.",0
"thank you for your email.
i'm interested in the opportunity provided by
you.
please find the resume attached.







",1
"i am having total 6.6 years of experience into web development in both
front end + backend as full stack developer.
please find attached my resume for your reference and do let me know
regarding the same.







",1
"thank you for sending me a job offer email for the position of Phytotherapist.
i am very grateful for the time you spent considering me.
i was delighted in receiving your offer because your company left a great impression on me.
after thorough consideration, i decided to decline your offer.
unfortunately, something completely unexpected happened, and i cannot accept your proposition.
i hope Foster, Bailey and Barrera will progress forward and achieve great successes in the future.",0
"thank you again for taking the time to interview me last week, it was great to meet the team and
learn about the company.
i enjoyed learning about the swamp cleaner position, and i appreciate
your generous offer.
while this position seems like a great opportunity, i have decided that now is not the best time to
leave my current position.
once again, i would like to express my gratitude for the offer and my regrets that it did not work
out.
thank you for your time and i wish you the best in finding another candidate to ll the
position.",0
"pfa for my resume.







",1
"please find attached resume for your reference for opening of devops/build
& release engineer.







",1
"while i understand the position and your company
oﬀer a great deal to a prospective employee, i have
had another oﬀer which i believe more closely
matches what i am looking for.
therefore, after
giving it much careful thought, i must decline your
oﬀer.",0
"i am very much interested for this position.
please find the attached
resume.







",1
"thank you so much for the offer of the Aid worker.
i so appreciate you taking the time to consider
me and for answering so many of my questions about the company and role.
after careful consideration, i regret that i must decline your offer.
although you were most encouraging in outlining
future advancement possibilities within Wiley LLC, i have accepted another opportunity that is more in line
with my skills and career goals.
i enjoyed meeting you and the rest of your team.
you have been most kind and gracious throughout the interview
process, and i only wish that circumstances allowed me to accept your offer.",0
"i am an ambitious, self-motivated person who believes in team work,
dedication and honesty.
i am a pro-active and quick learner with
exceptional time management and communication skills.
i have 10 years of
experience in the rpo & bpo sector with expertise in staffing &
recruitment/talent acquisition experience.
worked in the position of a
delivery manager & team lead â operations for 10 years at allegis services
pvt.
ltd. (teksystems), tescra pvt.
ltd., artech info systems, vls
consulting, ilink software services (taj technologies) and tekxcellence
inc.
i have managed contract, contract to hire and permanent staffing needs
for various fortune 100 clients over the past decade.
please feel free to contact me to discuss further.







",1
"i would like to thank you again for taking the time to meet with me last week.
it was great to meet
the team and learn more about the money counter position, and i appreciate the offer to join
your team.
although i am very grateful for this opportunity and would be very excited to join your company,
unfortunately i have to decline your offer, as the salary does not meet my needs.
according to my
research, the typical salary range for someone in this position is between $50,000 and $70,000.
if you feel that you would be willing to accommodate my salary requirements, i would greatly
appreciate it and would love the opportunity to work with your company.
again, thank you for your time and support ",0
"having 2 years of experience in data science & machine learning on
r-language and python programming languages windows environment.
and in that 2 years i having 6 months of experience in data analyst
please find below details and documents,

c exp = 2.2 years.
c ctc =6 lpa.







",1
"after much consideration, i have
decided to accept a position with another company.",1
"thank you for your offer for the position of assistant project coordinator at Snyder, Wade and Curry.
while i believe firmly that Snyder, Wade and Curry provides an exciting and challenging
opportunities, i have had another offer which i believe more closely aligns with my current
career goals and interests.
after much consideration, i have decided that i must decline your
offer.
thank you for all the courtesy and hospitality extended to me by your office.
i appreciate your
interest in me, and i enjoyed learning more about your organization.",0
"thank you so much for the offer for the role of junior alien hunter.
i really appreciate you taking
the time to consider me and for answering my questions about the company and the position.
while this role is a great opportunity, i have decided to pursue another position that will offer me
more opportunities to achieve my ultimate career goals.
it has been a pleasure getting to know you, and i hope that we cross paths in the future.",0
"pfa my resume for your reference.
i am interested in this position.







",1
"hope this email finds you well
i am thankful for the opportunity you have provided me to work in us.
i
really look forward to work in us .
as per the requirement mentioned , i believe i truly full fill all your
requirements.
i have spent 2 year as data analyst and 2 years in mis reporting domain .
i
am keen to further develop my career in he field of data analytics.
in this
perspective ,i have also  upgraded my data analysis skills through a
certification course in advance data science program .
below i have summarized my skills and also attached my resume for your
reference.
machine learning skills: regression analysis,logistic analysis,decision
tree, random forest,pca, cluster
                 analysis,svm
deep learning skills    : cnn
text mining                   : nlp
programming skills      :python , sql
tools  and libraries
:numpy,pandas,sklearn,nltk,spacy,seaborn,matplotlib.
at an individual level, i am organized, and precise in my work;  i have
strong communication skills with a knack for clear and illuminating
presentation.
i really enjoy being part of a motivated team of smart
people.
further more i would like to mention that i am ready to relocate to
any location as per the opportunity.
i appreciate your time spent reading this application, and look forward to
connecting in the future.
please find my contact information below this note .







",1
"my name is arnab pan, have 2.8 years of experience in solving nlp
problems skilled with python programming and machine learning.
presently working on text classification, entity recognition, knowledge
graph,
rule-based, semantic and syntactic parsing, word embedding, developed
a conversational bot and a recommendation system from scratch, it's in
production.
i have shared my resume for your consideration.







",1
"based on hr’s response, i am withdrawing my application to work at your company.",0
"thank you for offering me the position of Merchandiser with Thomas Ltd.
i
am thankful to accept this job offer and look ahead to starting my career with your company
on June 27, 2000.
as we discussed my offered job salary would be $5360 and medical and insurance
benefits will be provided after 45 days of joining the post of employment .
thank you again for giving me this opportunity.
i am keen to join your team and make my positive
contribution to the company.
for further paperwork and other needs please contact me accordingly.",1
